latitud,longitud
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783378,-102.615089
22.783378,-102.615089
22.783378,-102.615089
22.783378,-102.615089
22.783380,-102.615089
22.783380,-102.615089
22.783380,-102.615089
22.783380,-102.615089
22.783380,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783382,-102.615089
22.783384,-102.615089
22.783384,-102.615089
22.783384,-102.615089
22.783384,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783391,-102.615089
22.783391,-102.615089
22.783391,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783386,-102.615089
22.783384,-102.615089
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783388,-102.615081
22.783388,-102.615081
22.783388,-102.615081
22.783388,-102.615081
22.783388,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783386,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783384,-102.615081
22.783390,-102.615081
22.783390,-102.615081
22.783390,-102.615081
22.783390,-102.615089
22.783390,-102.615089
22.783390,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783388,-102.615089
22.783393,-102.615081
22.783403,-102.615081
22.783405,-102.615074
22.783412,-102.615066
22.783416,-102.615066
22.783424,-102.615066
22.783424,-102.615058
22.783424,-102.615058
22.783424,-102.615058
22.783424,-102.615058
22.783420,-102.615051
22.783420,-102.615051
22.783418,-102.615051
22.783416,-102.615051
22.783416,-102.615051
22.783412,-102.615051
22.783416,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783420,-102.615043
22.783420,-102.615043
22.783412,-102.615043
22.783414,-102.615043
22.783414,-102.615043
22.783414,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783416,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783418,-102.615043
22.783420,-102.615043
22.783420,-102.615043
22.783422,-102.615043
22.783420,-102.615043
22.783414,-102.615036
22.783414,-102.615036
22.783414,-102.615036
22.783416,-102.615036
22.783416,-102.615036
22.783416,-102.615036
22.783416,-102.615036
22.783416,-102.615036
22.783432,-102.615036
22.783432,-102.615036
22.783433,-102.615043
22.783433,-102.615043
22.783432,-102.615036
22.783432,-102.615036
22.783430,-102.615036
22.783430,-102.615036
22.783430,-102.615036
22.783432,-102.615036
22.783432,-102.615036
22.783432,-102.615036
22.783422,-102.615036
22.783428,-102.615036
22.783433,-102.615036
22.783433,-102.615036
22.783433,-102.615036
22.783433,-102.615036
22.783435,-102.615036
22.783437,-102.615036
22.783439,-102.615043
22.783439,-102.615043
22.783441,-102.615043
22.783441,-102.615043
22.783441,-102.615043
22.783441,-102.615043
22.783443,-102.615043
22.783443,-102.615043
22.783445,-102.615043
22.783445,-102.615043
22.783447,-102.615043
22.783447,-102.615043
22.783447,-102.615043
22.783447,-102.615043
22.783447,-102.615043
22.783449,-102.615043
22.783449,-102.615043
22.783456,-102.615043
22.783454,-102.615043
22.783454,-102.615043
22.783454,-102.615043
